acl_0	data_type	updated_datetime	created_datetime	file_name	md5sum	data_format	type	submitter_id	access	state	file_id	data_category	file_size	state_comment
open	Clinical Supplement	2016-09-14T11:26:42.400757-05:00	2016-05-04T09:09:51.879610-05:00	nationwidechildrens.org_clinical.TCGA-A2-A0CL.xml	7145730ada2e4fafd26a63cd4e729c7c	BCR XML	clinical_supplement		open	live	14daf7f9-97c2-4227-98d0-08172a8c39b6	Clinical	113359	
open	Clinical Supplement	2016-09-14T11:22:00.653699-05:00	2016-05-04T09:04:42.635335-05:00	nationwidechildrens.org_clinical.TCGA-A7-A426.xml	d00d965fea6629e063d55d4840f3a712	BCR XML	clinical_supplement		open	live	498e5e1a-1096-4139-a3e4-4b35adb93d7e	Clinical	93237	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:14:27.018802-05:00	nationwidechildrens.org_biospecimen.TCGA-AO-A0JM.xml	427bafdbb318f65d39d40fc51df016d8	BCR XML	biospecimen_supplement		open	live	ba645f43-4311-40f6-af96-f36a1d2cfd36	Biospecimen	96287	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:02.836207-05:00	nationwidechildrens.org_biospecimen.TCGA-AR-A0TR.xml	0adb147c413e23dbb37ad879b390ed08	BCR XML	biospecimen_supplement		open	live	7607b869-62c0-4fe7-9bee-b31f7f6acb90	Biospecimen	76586	
open	Clinical Supplement	2016-09-14T11:25:32.067276-05:00	2016-05-04T09:02:11.606078-05:00	nationwidechildrens.org_clinical.TCGA-A1-A0SN.xml	6a2be5e3b82956f6ffa3d9f0a0da230b	BCR XML	clinical_supplement		open	live	0ed590df-b627-438b-aee8-482a13d66c10	Clinical	59902	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:03:16.683918-05:00	nationwidechildrens.org_biospecimen.TCGA-A7-A0CE.xml	aa7812a8a035adf8d723f26f2e0410a6	BCR XML	biospecimen_supplement		open	live	3edf1faf-0379-452b-9972-a4dd7113e17b	Biospecimen	143774	
open	Clinical Supplement	2016-09-14T11:28:14.394833-05:00	2016-05-04T09:12:09.573586-05:00	nationwidechildrens.org_clinical.TCGA-D8-A1XT.xml	b612155f737b474e457b6e0775cd3382	BCR XML	clinical_supplement		open	live	28fd2895-019c-4c4c-ad15-3c8de79b33bd	Clinical	57258	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:09:50.378040-05:00	nationwidechildrens.org_biospecimen.TCGA-E2-A15D.xml	80343c71647b60de105ee30cb43fd216	BCR XML	biospecimen_supplement		open	live	9d8a4b04-90c8-4a6a-a695-d19cb0f797f6	Biospecimen	58914	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:23:46.950763-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0DV.xml	757749e87664122efaa9e8a51343766b	BCR XML	biospecimen_supplement		open	live	adce0e87-f899-431b-826f-a3944568c2b3	Biospecimen	78038	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:51:49.804006-05:00	nationwidechildrens.org_biospecimen.TCGA-B6-A1KN.xml	f464b081cb8d0f0dc687ea9d9b7e9f02	BCR XML	biospecimen_supplement		open	live	c114c21c-7972-4e0b-b259-93d16c9a54fb	Biospecimen	59709	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:16:13.757994-05:00	nationwidechildrens.org_biospecimen.TCGA-LL-A9Q3.xml	ed06ed6a927493a990e250d0ccc3a7d4	BCR XML	biospecimen_supplement		open	live	5be5c314-dfb1-4554-aa87-1e020f065a3f	Biospecimen	43161	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:47.031970-05:00	nationwidechildrens.org_biospecimen.TCGA-E9-A226.xml	b621bb16b9381d51346096d0639d19d0	BCR XML	biospecimen_supplement		open	live	1fea94b4-6534-48b6-862d-1dac52b7e573	Biospecimen	58917	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:11.647325-05:00	nationwidechildrens.org_biospecimen.TCGA-E9-A1NE.xml	bb014736ebcf2efefe7ea1076704db45	BCR XML	biospecimen_supplement		open	live	079de01c-9676-4987-a3ec-b6832a445919	Biospecimen	85025	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:01.766101-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A0T1.xml	5a413341a3c6247b6dfed098f2f2ed77	BCR XML	biospecimen_supplement		open	live	95fe9754-d79e-4979-88a0-b1c3e6b40a7b	Biospecimen	76589	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:02.296331-05:00	nationwidechildrens.org_biospecimen.TCGA-AR-A0TZ.xml	85b6d178877d4e1ad11df37892896863	BCR XML	biospecimen_supplement		open	live	bbdcf1c3-fca8-48fe-90aa-3dc4a2591a55	Biospecimen	74929	
open	Clinical Supplement	2016-09-14T11:25:32.181275-05:00	2016-05-04T09:14:31.526679-05:00	nationwidechildrens.org_clinical.TCGA-A8-A08O.xml	82064ccb15448656717c0b26786ca274	BCR XML	clinical_supplement		open	live	4fa3d56a-e4ab-4e00-abb5-f24f35acc151	Clinical	96123	
open	Clinical Supplement	2016-09-14T11:29:51.598462-05:00	2016-05-04T09:13:42.455927-05:00	nationwidechildrens.org_clinical.TCGA-A8-A097.xml	9c72c7597a5356c07e07b657a5f6b577	BCR XML	clinical_supplement		open	live	7be55416-d2b1-4026-8691-76bd3656d679	Clinical	72722	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:59:46.672736-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0W3.xml	a83571fd20ead6ac47bab2dcfcc3e0a9	BCR XML	biospecimen_supplement		open	live	a1f65915-14de-4287-a48c-a576eb0e5e89	Biospecimen	60059	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:23:22.822066-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0DO.xml	b873535c987123b61c5027f542f8f4c6	BCR XML	biospecimen_supplement		open	live	685b3c4f-01e2-444d-b5d0-7b50d2ced94f	Biospecimen	79178	
open	Clinical Supplement	2016-09-14T11:28:09.828013-05:00	2016-05-04T09:01:17.117675-05:00	nationwidechildrens.org_clinical.TCGA-A2-A4S2.xml	37f231a22998279ed8283106f0b2d0b1	BCR XML	clinical_supplement		open	live	2e96d565-9945-4852-884d-d8f1b37562ad	Clinical	98199	
open	Clinical Supplement	2016-09-14T11:26:45.504491-05:00	2016-05-04T09:09:46.548580-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0B0.xml	270b3d37401fb584b698ba27ae7404f0	BCR XML	clinical_supplement		open	live	14ed479c-ad68-4035-b50d-ff243c5d890b	Clinical	67228	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:22:13.779643-05:00	nationwidechildrens.org_biospecimen.TCGA-AC-A6IX.xml	5bc325119542b91739f15a3ca44d84bd	BCR XML	biospecimen_supplement		open	live	b608571b-b7db-4085-9138-a66493a425c9	Biospecimen	86099	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:23:24.180657-05:00	nationwidechildrens.org_biospecimen.TCGA-E2-A15E.xml	4c169133642918d77547bf72f2ec8ea1	BCR XML	biospecimen_supplement		open	live	f9fba83e-f54f-43cf-a0f4-6b168aa4984a	Biospecimen	100921	
open	Clinical Supplement	2016-09-14T11:25:14.139557-05:00	2016-05-04T09:08:18.032683-05:00	nationwidechildrens.org_clinical.TCGA-AR-A2LR.xml	6c18848adac75776bd1689edd7711bf7	BCR XML	clinical_supplement		open	live	c21802b6-829f-4285-b252-cff2f9ad80e0	Clinical	81262	
open	Clinical Supplement	2016-09-14T11:33:04.886236-05:00	2016-05-04T09:13:50.765783-05:00	nationwidechildrens.org_clinical.TCGA-A2-A0EV.xml	b3874146532209a51cd6e5e87cd29121	BCR XML	clinical_supplement		open	live	bcc82bef-62d2-48e0-aed4-3e935d2f73db	Clinical	50764	
open	Clinical Supplement	2016-09-14T11:25:53.001733-05:00	2016-05-04T09:10:04.256280-05:00	nationwidechildrens.org_clinical.TCGA-E2-A15R.xml	ff4547789cd62837bf7cd2d72017f09d	BCR XML	clinical_supplement		open	live	a4ee4f5b-568b-44a4-83f1-adf17e7deec5	Clinical	95500	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:59:42.044540-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A0YH.xml	c495de13cea63d151a65a0693e1f6f20	BCR XML	biospecimen_supplement		open	live	d129e9d7-9671-4a94-9760-1180727c690c	Biospecimen	65857	
open	Clinical Supplement	2016-09-14T11:28:44.846981-05:00	2016-05-04T09:22:14.187127-05:00	nationwidechildrens.org_clinical.TCGA-EW-A6SA.xml	58a0222514b2709f4e331b087fe81784	BCR XML	clinical_supplement		open	live	40288da1-c9ff-4b8b-aeb9-0cabda4e9e8d	Clinical	46321	
open	Clinical Supplement	2016-09-14T11:26:58.659644-05:00	2016-05-04T09:14:26.082709-05:00	nationwidechildrens.org_clinical.TCGA-A7-A0D9.xml	c9f8e6da2acc16f1cb68fc4522ba4dcb	BCR XML	clinical_supplement		open	live	25d981c4-0b18-480c-bf8a-ac4a85e23831	Clinical	88931	
open	Clinical Supplement	2016-09-14T11:25:17.148522-05:00	2016-05-04T08:50:38.115426-05:00	nationwidechildrens.org_clinical.TCGA-D8-A1JB.xml	f17c0fd140a6d4c415fa0845daecd025	BCR XML	clinical_supplement		open	live	e2504579-e57a-417a-b173-e3a70b30b502	Clinical	92339	
open	Clinical Supplement	2016-09-14T11:25:56.832799-05:00	2016-05-04T09:01:14.638679-05:00	nationwidechildrens.org_clinical.TCGA-EW-A1P4.xml	362560adc8eb4bf3405606867ab5a675	BCR XML	clinical_supplement		open	live	cd1cc8cb-5136-4daf-9eda-204e5a876d2e	Clinical	68547	
open	Clinical Supplement	2016-09-14T11:23:20.773911-05:00	2016-05-04T08:51:49.679663-05:00	nationwidechildrens.org_clinical.TCGA-B6-A1KN.xml	91a3d4d5816ec0f8d72ba115509a9f56	BCR XML	clinical_supplement		open	live	009eb157-1edd-4da8-9402-85d979199ab0	Clinical	50630	
open	Clinical Supplement	2016-09-14T11:19:18.699791-05:00	2016-05-04T08:55:22.138933-05:00	nationwidechildrens.org_clinical.TCGA-AQ-A04L.xml	b28557034a3c0bce00e2b351a7009711	BCR XML	clinical_supplement		open	live	89d3bbfa-ad78-4475-b3bd-693edc691546	Clinical	88495	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:50:39.227769-05:00	nationwidechildrens.org_biospecimen.TCGA-B6-A1KF.xml	63063cb0645626899a4b679f88842cc4	BCR XML	biospecimen_supplement		open	live	8132f6d9-8dac-4b05-b7d8-8d83479f0def	Biospecimen	59709	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:11:57.694118-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A0SU.xml	21fa31950e3dd09ead2c3111838ca489	BCR XML	biospecimen_supplement		open	live	fca1d0a4-f4fd-4461-8d0f-67e9ee0472df	Biospecimen	76585	
open	Clinical Supplement	2016-09-14T11:28:46.488620-05:00	2016-05-04T09:23:54.484996-05:00	nationwidechildrens.org_clinical.TCGA-AR-A1AT.xml	b4a721247106c0921f9d239ceb883d78	BCR XML	clinical_supplement		open	live	31247280-42ca-4ede-a4a7-6b3e8a49a01c	Clinical	73963	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:02:07.449798-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A3KC.xml	ef66cb00580b1d259de21310eb7c1e29	BCR XML	biospecimen_supplement		open	live	d23b3e6a-63e3-4a22-8ece-24f8ad277c73	Biospecimen	53959	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:59.053821-05:00	nationwidechildrens.org_biospecimen.TCGA-AR-A255.xml	90e86df56f3fc8741a749d773575ac28	BCR XML	biospecimen_supplement		open	live	cf5f4bb3-b353-4ba0-85aa-7f8adf41aef2	Biospecimen	58924	
open	Clinical Supplement	2016-09-14T11:23:43.357903-05:00	2016-05-04T09:03:25.995110-05:00	nationwidechildrens.org_clinical.TCGA-A8-A08C.xml	ea1bedf17e4ef92b5e577fda6ec17f0b	BCR XML	clinical_supplement		open	live	e047a65d-7e2d-4b17-a1a0-0199b3a617be	Clinical	78620	
open	Clinical Supplement	2016-09-14T11:20:02.203313-05:00	2016-05-04T08:50:40.093773-05:00	nationwidechildrens.org_clinical.TCGA-AQ-A1H3.xml	d677eb74b87ab15346580dc3832ef03c	BCR XML	clinical_supplement		open	live	a59234cc-4974-4454-9b70-c5f1c707f7b7	Clinical	99889	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:25:25.565087-05:00	nationwidechildrens.org_biospecimen.TCGA-LL-A6FQ.xml	09c353999693e693e96be430198aa0bb	BCR XML	biospecimen_supplement		open	live	d1094929-9351-4935-a8c3-ebb3878aa60d	Biospecimen	53959	
open	Clinical Supplement	2016-09-14T10:54:57.827172-05:00	2016-05-04T08:44:18.467175-05:00	nationwidechildrens.org_clinical.TCGA-LL-A5YL.xml	45dcd725a21cb42a44b4dce5529128f0	BCR XML	clinical_supplement		open	live	b5d78b2a-d3aa-45d1-800e-96b7242135ad	Clinical	99500	
open	Clinical Supplement	2016-09-14T11:25:09.586330-05:00	2016-05-04T09:01:39.592624-05:00	nationwidechildrens.org_clinical.TCGA-C8-A1HL.xml	c9517d3c6059bc235735f3768ec8baf2	BCR XML	clinical_supplement		open	live	459ed97d-551d-49da-827e-949465f75c07	Clinical	50656	
open	Clinical Supplement	2016-09-14T11:22:54.096261-05:00	2016-05-04T09:03:42.047007-05:00	nationwidechildrens.org_clinical.TCGA-EW-A1P8.xml	db26995b085a7bbe12c5c22f0b4f03f4	BCR XML	clinical_supplement		open	live	081bd1e6-87be-45b1-92ee-a2c9c2f23a89	Clinical	82051	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:05.154880-05:00	nationwidechildrens.org_biospecimen.TCGA-AR-A0TV.xml	64cab9713f45cce1331b0f305bac29f3	BCR XML	biospecimen_supplement		open	live	677c8071-90f3-4dd2-aa05-490737cd03f7	Biospecimen	76580	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:59:44.515121-05:00	nationwidechildrens.org_biospecimen.TCGA-AR-A0U0.xml	fe1ec0285ffc3c361efe782b567af540	BCR XML	biospecimen_supplement		open	live	0f151e67-9535-46f7-9f20-d4dd985c2986	Biospecimen	61719	
open	Clinical Supplement	2016-09-14T11:27:21.384437-05:00	2016-05-04T09:12:18.580777-05:00	nationwidechildrens.org_clinical.TCGA-D8-A1XM.xml	2b312f5241d1ee55882a0e9b87ebea15	BCR XML	clinical_supplement		open	live	cd933ad7-95e0-462b-9fa4-5368883c8136	Clinical	55864	
open	Clinical Supplement	2016-09-14T11:28:56.935452-05:00	2016-05-04T08:59:48.047676-05:00	nationwidechildrens.org_clinical.TCGA-AR-A0U4.xml	5d72fa2836065f7c82c799679e6bc2af	BCR XML	clinical_supplement		open	live	948c3576-1e1e-4793-b7f9-e2036c2a42b3	Clinical	97616	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:09:57.916986-05:00	nationwidechildrens.org_biospecimen.TCGA-E2-A15S.xml	fd6ef190dd386935757e44b5d781b265	BCR XML	biospecimen_supplement		open	live	23d9cae8-9e3e-441c-bbea-729ea4f78f30	Biospecimen	58914	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:22:06.461560-05:00	nationwidechildrens.org_biospecimen.TCGA-E2-A14U.xml	20776ae645e7e84ed17f1a2cba914a6b	BCR XML	biospecimen_supplement		open	live	87be8a3b-238c-4360-a6e9-bfa9c3b90f2f	Biospecimen	52284	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:23:48.062311-05:00	nationwidechildrens.org_biospecimen.TCGA-AR-A1AI.xml	6e31313f3647cb59912438a5fd15c53a	BCR XML	biospecimen_supplement		open	live	35f7e75d-06fb-4b4f-a698-5bc81497a7d6	Biospecimen	58922	
open	Clinical Supplement	2016-09-14T11:25:00.576624-05:00	2016-05-04T09:10:00.911893-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0AV.xml	964f317c020c8ddcc6b2204b1eae2e92	BCR XML	clinical_supplement		open	live	98d0c932-f9f4-44bd-9dcf-10b12b2e6791	Clinical	67132	
open	Biospecimen Supplement	2016-09-06T19:06:14.155674-05:00	2016-05-04T09:27:50.900262-05:00	nationwidechildrens.org_biospecimen.TCGA-V7-A7HQ.xml	d4d8d54cde3839a2e232621c3c8ea9ec	BCR XML	biospecimen_supplement		open	live	ee186c52-5a24-44db-955c-b79f7ce430ea	Biospecimen	52140	
open	Clinical Supplement	2016-09-14T11:26:39.624377-05:00	2016-05-04T09:23:29.676593-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0C1.xml	3835d687d8565c3ae526507ed9651654	BCR XML	clinical_supplement		open	live	0337c802-d6f7-49ee-9316-1869f50b482e	Clinical	67348	
open	Clinical Supplement	2016-09-14T11:19:38.441794-05:00	2016-05-04T08:54:36.606206-05:00	nationwidechildrens.org_clinical.TCGA-AN-A0XL.xml	1e97fc7d36345bcc4c23199c475f186b	BCR XML	clinical_supplement		open	live	09146727-c2a3-4172-8480-3d7e95bfdcb4	Clinical	50763	
open	Clinical Supplement	2016-09-14T11:10:21.057844-05:00	2016-05-04T08:49:27.902793-05:00	nationwidechildrens.org_clinical.TCGA-W8-A86G.xml	8956dc9c14695356c28c64da94e885f9	BCR XML	clinical_supplement		open	live	61989f9e-b133-42f5-be26-b5189e3b5a1c	Clinical	67036	
open	Clinical Supplement	2016-09-14T11:28:57.598870-05:00	2016-05-04T09:12:02.701676-05:00	nationwidechildrens.org_clinical.TCGA-AR-A0TR.xml	6933f8202f2d6cc7c5ba4c15b87e2883	BCR XML	clinical_supplement		open	live	e34acb60-d051-4ddc-b642-edf8de4b3dc6	Clinical	56687	
open	Clinical Supplement	2016-09-14T11:24:20.417115-05:00	2016-05-04T09:03:37.854900-05:00	nationwidechildrens.org_clinical.TCGA-A7-A0CD.xml	967ce30e1bf64cb5701548c3a3b5d364	BCR XML	clinical_supplement		open	live	14bbcdc4-0169-4742-b89f-f5ae2c9741e0	Clinical	81388	
open	Clinical Supplement	2016-09-14T11:26:23.780892-05:00	2016-05-04T09:17:21.485185-05:00	nationwidechildrens.org_clinical.TCGA-E9-A1RA.xml	8a6c5b27319d7cb91208739b64f29978	BCR XML	clinical_supplement		open	live	e06adbfb-6608-4edd-a106-46104d9b1ee7	Clinical	102564	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:52:23.482432-05:00	nationwidechildrens.org_biospecimen.TCGA-A7-A13G.xml	e2075e5622757c2e778dd537e8b11d51	BCR XML	biospecimen_supplement		open	live	33012ed6-0803-4fac-928e-23eaae812275	Biospecimen	106652	
open	Clinical Supplement	2016-09-14T11:25:18.334864-05:00	2016-05-04T09:09:57.771802-05:00	nationwidechildrens.org_clinical.TCGA-E2-A15S.xml	cb9ae5b5f72f5bab9d405fe2e1bfc1aa	BCR XML	clinical_supplement		open	live	211ba766-e81c-4171-acda-70bb54de6698	Clinical	81138	
open	Clinical Supplement	2016-09-14T11:24:10.106093-05:00	2016-05-04T09:08:18.784730-05:00	nationwidechildrens.org_clinical.TCGA-GM-A2DO.xml	2c67ba27fcab60f0240f9601d53fa64c	BCR XML	clinical_supplement		open	live	b0d59feb-3ba7-46db-a368-0d865ba19948	Clinical	61698	
open	Clinical Supplement	2016-09-14T11:28:17.466781-05:00	2016-05-04T09:13:46.709506-05:00	nationwidechildrens.org_clinical.TCGA-AO-A0J9.xml	df5cc98e21c7f60ea84c2581ba0663ef	BCR XML	clinical_supplement		open	live	3bd9bc5b-149d-4191-928a-fdc12ec5804c	Clinical	128050	
open	Clinical Supplement	2016-09-14T11:21:17.262565-05:00	2016-05-04T09:01:41.372971-05:00	nationwidechildrens.org_clinical.TCGA-E2-A1LA.xml	1ea36567169ffa4ea2cea9244b9f720d	BCR XML	clinical_supplement		open	live	fe631889-4215-43be-a03e-b7df29f25c15	Clinical	57406	
open	Clinical Supplement	2016-09-14T11:26:21.255021-05:00	2016-05-04T09:23:48.204566-05:00	nationwidechildrens.org_clinical.TCGA-E2-A1B6.xml	07353328c315470f77c554d45cb5244b	BCR XML	clinical_supplement		open	live	8932cdaa-093e-4548-bb97-6cdede1a3b37	Clinical	69674	
open	Clinical Supplement	2016-09-14T11:26:52.325022-05:00	2016-05-04T09:12:59.709975-05:00	nationwidechildrens.org_clinical.TCGA-A2-A25C.xml	0178beccff0f2bfe9dda8209e541f496	BCR XML	clinical_supplement		open	live	5e962826-72b6-49f5-ba9c-3f874e1eea3d	Clinical	103144	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:50:38.238962-05:00	nationwidechildrens.org_biospecimen.TCGA-D8-A1JB.xml	1557289322503e296132f8454f7d20ab	BCR XML	biospecimen_supplement		open	live	2ab0fb94-2de2-4f3c-8610-c5847b7f152a	Biospecimen	58903	
open	Clinical Supplement	2016-09-14T11:31:18.635826-05:00	2016-05-04T09:18:35.472166-05:00	nationwidechildrens.org_clinical.TCGA-E9-A2JS.xml	97453ef97d0c93da8e5923eea17868d2	BCR XML	clinical_supplement		open	live	9cee8376-8817-4ed9-9994-09cc7470a237	Clinical	124932	
open	Clinical Supplement	2016-09-14T11:28:10.979061-05:00	2016-05-04T09:13:57.375197-05:00	nationwidechildrens.org_clinical.TCGA-A8-A0AB.xml	833f3b73cfbc39ab6df706f60dd488de	BCR XML	clinical_supplement		open	live	8800f25a-19ab-4299-8a64-71f60df5db7c	Clinical	73763	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:09:59.970947-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A0CS.xml	24fc9857514e1f8c56883fd2e7319059	BCR XML	biospecimen_supplement		open	live	15f7a160-27f9-4860-a28a-cbe9f4f72600	Biospecimen	61711	
open	Clinical Supplement	2016-09-14T11:26:21.478224-05:00	2016-05-04T09:08:17.275378-05:00	nationwidechildrens.org_clinical.TCGA-AR-A2LH.xml	7c64b3e86c36d44f3db6563345cedd6a	BCR XML	clinical_supplement		open	live	e24488e2-0558-48e8-92be-ec28f16d0a44	Clinical	93782	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:13:45.530343-05:00	nationwidechildrens.org_biospecimen.TCGA-B6-A0IC.xml	8d0b5c5660c838d06f3ca82e751feaa2	BCR XML	biospecimen_supplement		open	live	c20ef3e4-5709-4e38-a366-784fc53c234b	Biospecimen	85578	
open	Clinical Supplement	2016-09-14T11:28:25.570311-05:00	2016-05-04T09:23:27.053661-05:00	nationwidechildrens.org_clinical.TCGA-BH-A18J.xml	f87b4e2fdad412002a4ce0d845eed247	BCR XML	clinical_supplement		open	live	f3a85786-b8fe-497d-9e40-c2cb1f6eab98	Clinical	46929	
open	Clinical Supplement	2016-09-14T11:23:36.175301-05:00	2016-05-04T09:03:26.240349-05:00	nationwidechildrens.org_clinical.TCGA-A8-A09C.xml	02becbdfdbb48cf2e8609ca53770ede0	BCR XML	clinical_supplement		open	live	6560263f-82e6-46f7-92f1-bc29245cf6a2	Clinical	36096	
open	Clinical Supplement	2016-09-14T11:27:56.011387-05:00	2016-05-04T09:23:31.359377-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0DT.xml	fdc95b3649eee3f0f45d6597a64d07d8	BCR XML	clinical_supplement		open	live	9f7ea427-ca19-4a0a-b002-c23fb5d42ae3	Clinical	68300	
open	Clinical Supplement	2016-09-14T11:23:23.244419-05:00	2016-05-04T09:03:25.259992-05:00	nationwidechildrens.org_clinical.TCGA-A8-A07W.xml	6365db9a0758a254bbce7e9437f8a7a4	BCR XML	clinical_supplement		open	live	51ccad3b-0140-4b80-8ce0-f03ee6f57fe0	Clinical	61847	
